PHOT_ID_dual_1,RA,DEC,A,B,KRON_RADIUS,FWHM_n,MU_MAX_INST,ISOarea,SEX_FLAGS_DET,s2n_DET_aper_6,PHOT_ID_dual_2,SEX_FLAGS_u,u_iso,e_u_iso,u_aper_3,e_u_aper_3,u_aper_6,e_u_aper_6,u_auto,e_u_auto,u_petro,e_u_petro,u_PStotal,e_u_PStotal,FWHM_n_u,MU_MAX_u,PHOT_ID_dual_3,SEX_FLAGS_J0378,J0378_iso,e_J0378_iso,J0378_aper_3,e_J0378_aper_3,J0378_aper_6,e_J0378_aper_6,J0378_auto,e_J0378_auto,J0378_petro,e_J0378_petro,J0378_PStotal,e_J0378_PStotal,FWHM_n_J0378,MU_MAX_J0378,PHOT_ID_dual_4,SEX_FLAGS_J0395,J0395_iso,e_J0395_iso,J0395_aper_3,e_J0395_aper_3,J0395_aper_6,e_J0395_aper_6,J0395_auto,e_J0395_auto,J0395_petro,e_J0395_petro,J0395_PStotal,e_J0395_PStotal,FWHM_n_J0395,MU_MAX_J0395,PHOT_ID_dual_5,SEX_FLAGS_J0410,J0410_iso,e_J0410_iso,J0410_aper_3,e_J0410_aper_3,J0410_aper_6,e_J0410_aper_6,J0410_auto,e_J0410_auto,J0410_petro,e_J0410_petro,J0410_PStotal,e_J0410_PStotal,FWHM_n_J0410,MU_MAX_J0410,PHOT_ID_dual_6,SEX_FLAGS_J0430,J0430_iso,e_J0430_iso,J0430_aper_3,e_J0430_aper_3,J0430_aper_6,e_J0430_aper_6,J0430_auto,e_J0430_auto,J0430_petro,e_J0430_petro,J0430_PStotal,e_J0430_PStotal,FWHM_n_J0430,MU_MAX_J0430,PHOT_ID_dual_7,SEX_FLAGS_g,g_iso,e_g_iso,g_aper_3,e_g_aper_3,g_aper_6,e_g_aper_6,g_auto,e_g_auto,g_petro,e_g_petro,g_PStotal,e_g_PStotal,FWHM_n_g,MU_MAX_g,PHOT_ID_dual_8,SEX_FLAGS_J0515,J0515_iso,e_J0515_iso,J0515_aper_3,e_J0515_aper_3,J0515_aper_6,e_J0515_aper_6,J0515_auto,e_J0515_auto,J0515_petro,e_J0515_petro,J0515_PStotal,e_J0515_PStotal,FWHM_n_J0515,MU_MAX_J0515,PHOT_ID_dual_9,SEX_FLAGS_r,r_iso,e_r_iso,r_aper_3,e_r_aper_3,r_aper_6,e_r_aper_6,r_auto,e_r_auto,r_petro,e_r_petro,r_PStotal,e_r_PStotal,FWHM_n_r,MU_MAX_r,PHOT_ID_dual_10,SEX_FLAGS_J0660,J0660_iso,e_J0660_iso,J0660_aper_3,e_J0660_aper_3,J0660_aper_6,e_J0660_aper_6,J0660_auto,e_J0660_auto,J0660_petro,e_J0660_petro,J0660_PStotal,e_J0660_PStotal,FWHM_n_J0660,MU_MAX_J0660,PHOT_ID_dual_11,SEX_FLAGS_i,i_iso,e_i_iso,i_aper_3,e_i_aper_3,i_aper_6,e_i_aper_6,i_auto,e_i_auto,i_petro,e_i_petro,i_PStotal,e_i_PStotal,FWHM_n_i,MU_MAX_i,PHOT_ID_dual_12,SEX_FLAGS_J0861,J0861_iso,e_J0861_iso,J0861_aper_3,e_J0861_aper_3,J0861_aper_6,e_J0861_aper_6,J0861_auto,e_J0861_auto,J0861_petro,e_J0861_petro,J0861_PStotal,e_J0861_PStotal,FWHM_n_J0861,MU_MAX_J0861,PHOT_ID_dual_13,SEX_FLAGS_z,z_iso,e_z_iso,z_aper_3,e_z_aper_3,z_aper_6,e_z_aper_6,z_auto,e_z_auto,z_petro,e_z_petro,z_PStotal,e_z_PStotal,FWHM_n_z,MU_MAX_z,ID_VHS,Ypmag,Jpmag,Hpmag,Kspmag,e_Ypmag,e_Jpmag,e_Hpmag,e_Kspmag,sep_VHS,ID_GALEX,FUVmag,NUVmag,e_FUVmag,e_NUVmag,sep_GALEX,ID_unWISE,W1_ab,W2_ab,e_W1_ab,e_W2_ab,sep_unWISE,FUVmag_ext,NUVmag_ext,u_ext,J0378_ext,J0395_ext,J0410_ext,J0430_ext,g_ext,J0515_ext,r_ext,J0660_ext,i_ext,J0861_ext,z_ext,Ypmag_ext,Jpmag_ext,Hpmag_ext,Kspmag_ext,W1_ab_ext,W2_ab_ext,EBV,nDet_aper_3,nDet_aper_6,nDet_petro,nDet_iso,nDet_auto,nDet_PStotal,ID,z,e_z,f_z,class_spec,original_class_spec,source,Separation
iDR5_3_SPLUS-s24s28_dual_0012366,42.39103126714648,-31.18938053137423,0.007010048,0.00568581,4.4965825,3.6239374,14.811929,6.8909785E-4,3,-1.0,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,14.55801,0.014297049,18.60812,0.020591887,17.532402,0.012615573,14.351578,0.015567985,14.283814,0.01710048,18.17626,0.020591887,5.614787,20.44451,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,14.218554,0.016970273,18.197388,0.023358991,17.103786,0.014110069,14.075953,0.019587308,14.052987,0.02242667,17.81235,0.023358991,13.531844,17.450817,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,14.590783,0.039138824,18.36272,0.036875598,17.294924,0.023772834,14.484598,0.046813775,14.474443,0.05429455,17.976477,0.036875598,77.03343,20.02707,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,13.8013935,0.016819526,17.577456,0.020780362,16.493412,0.012357101,13.658834,0.019444233,13.62677,0.022083111,17.184454,0.020780362,7.545889,19.341572,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,13.481897,0.011329904,17.338755,0.01693221,16.24304,0.009801741,13.326724,0.0129305115,13.302266,0.014774047,16.847397,0.01693221,3.7699025,19.222715,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,12.85284,0.0018300456,16.610516,0.005090884,15.555274,0.0028359247,12.748766,0.002152674,12.72095,0.002429408,16.21196,0.005090884,3.4821265,18.39862,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,12.652261,0.004514876,16.373816,0.009015844,15.30267,0.005059431,12.503459,0.005141384,12.476218,0.005840479,15.930745,0.009015844,3.4989886,18.182047,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,12.058741,0.0010376893,15.690302,0.0030975782,14.671885,0.0017510443,11.941534,0.0011927382,11.91464,0.001339685,15.376209,0.0030975782,3.7044601,17.461565,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,11.944431,0.0011974141,15.553464,0.0034702015,14.53436,0.0019624673,11.803802,0.0013403232,11.772256,0.00149912,15.228914,0.0034702015,3.6971912,17.322851,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,11.654313,0.0010388724,15.2374325,0.0026360478,14.230592,0.001508727,11.537914,0.0012080804,11.513915,0.0013670813,14.945811,0.0026360478,3.5474863,16.988651,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,11.469629,0.0020937552,15.023839,0.0041126544,14.025165,0.0023917952,11.328448,0.0023914734,11.296545,0.002700041,14.744592,0.0041126544,3.619587,16.78884,iDR5_3_SPLUS-s24s28_dual_0012366,3.0,11.34229,0.0014592044,14.947762,0.002831357,13.937739,0.0016444192,11.227356,0.0017239209,11.195877,0.0019499551,14.63697,0.002831357,3.501974,16.711607,,,,,,,,,,,6.3851654852420588E18,19.4498,18.0907,0.1134,0.059,,0423m319o0023023,13.526768478635676,14.183843989950192,8.447278264762E-4,0.0018130000756601,,0.1737699577367885,0.189730768641471,0.1055567824435983,0.1019496947079641,0.098883975627241,0.0956276759907045,0.0909682674831889,0.0800194045812442,0.0723770335618854,0.0576921189579902,0.0540078111759824,0.0429032409474054,0.0345379099129973,0.0329739961343038,0.0260546522493825,0.0187136150710673,0.0120771566112306,0.0078616932946839,0.0038419536689606,0.0023064876719356,0.0215116472088711,12,12,12,12,12,12,iDR5_3_SPLUS-s24s28_0012366,0.02283,,KEEP(4),UNCLEAR,,VizieR_VII/249/spectra,0.2902287445707502
iDR5_3_SPLUS-s24s28_dual_0013182,42.28504442581232,-31.2895044869686,0.0046655554,0.0023397014,3.9037807,3.0266864,14.647723,2.1676834E-4,2,-1.0,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,15.738468,0.023775294,18.695538,0.020788526,17.727367,0.014351477,15.725056,0.025593037,15.657722,0.02840889,18.263678,0.020788526,3.5124063,20.224281,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,15.346342,0.026791424,18.302296,0.023811435,17.333195,0.016307272,15.310922,0.028253473,15.243467,0.0313825,17.917257,0.023811435,3.6621969,19.773424,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,15.252373,0.04063109,18.395058,0.036660627,17.375765,0.025215162,15.232718,0.043482497,15.198953,0.04984465,18.008814,0.036660627,17.473246,19.665154,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,14.699125,0.021773692,17.721346,0.02169099,16.76223,0.014744348,14.642921,0.022519825,14.595829,0.025439259,17.328344,0.02169099,3.1513455,19.152702,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,14.509565,0.016505651,17.517498,0.017907651,16.501032,0.011529657,14.467913,0.01728611,14.432681,0.019734172,17.02614,0.017907651,3.108113,19.043083,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,13.940979,0.0028696717,16.826283,0.0053682826,15.864457,0.0033271804,13.932565,0.0030660902,13.894457,0.0034377102,16.427725,0.0053682826,2.948026,18.328503,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,13.732357,0.0069292164,16.588055,0.0095590195,15.609517,0.00599094,13.693142,0.0072488296,13.656602,0.008217735,16.144985,0.0095590195,2.9993591,18.108824,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,13.158424,0.0016465979,15.882423,0.0032229803,14.965319,0.0020271826,13.142645,0.0017402035,13.108921,0.001943262,15.568331,0.0032229803,3.1204278,17.280315,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,13.048268,0.0018906792,15.732772,0.0035907696,14.818775,0.0022594898,13.0166645,0.0019719985,12.980707,0.0021997336,15.408222,0.0035907696,3.0971997,17.159197,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,12.746533,0.001646428,15.384861,0.002709872,14.484036,0.0017247032,12.7322645,0.0017493684,12.702902,0.0019748716,15.09324,0.002709872,2.9602327,16.817514,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,12.580455,0.0033187438,15.14572,0.0041779084,14.26352,0.0027262263,12.549926,0.0034941512,12.52493,0.0039939783,14.866472,0.0041779084,3.0055716,16.571274,iDR5_3_SPLUS-s24s28_dual_0013182,2.0,12.440167,0.0023160097,15.065183,0.0028809498,14.165134,0.0018684339,12.429473,0.0024835367,12.398645,0.0028267251,14.754391,0.0028809498,2.8603284,16.535923,,,,,,,,,,,6.3851654852420577E18,21.039,19.3281,0.2729,0.0818,,0423m319o0021322,13.62670005671869,14.16345496802017,8.654531069827E-4,0.0017564579409932,,0.1827982598184133,0.1995883223624006,0.1110410360572677,0.1072465403361774,0.1040215403399344,0.1005960580830542,0.0956945677561296,0.0841768513940328,0.0761374172972511,0.0606895408625908,0.0568138130903219,0.0451322995522341,0.036332343703646,0.0346871760292414,0.0274083342908744,0.0196858899803859,0.0127046311159919,0.0082701513668496,0.0040415642274182,0.0024263223529184,0.0226292952293028,12,12,12,12,12,12,iDR5_3_SPLUS-s24s28_0013182,0.02014,,KEEP(4),UNCLEAR,,VizieR_VII/249/spectra,0.4984322205438142
iDR5_3_A3497-001_dual_0021574,180.42836586822543,-31.70379016172254,0.005456345,0.003177115,3.9731216,2.4180837,14.5377865,2.6828202E-4,3,-1.0,iDR5_3_A3497-001_dual_0021574,3.0,15.160201,4.4658827E13,18.725681,0.023275217,17.70581,0.0148675535,15.018385,0.053078827,14.759426,0.044448726,18.157322,0.023275217,39.02982,17.847631,iDR5_3_A3497-001_dual_0021574,3.0,14.972581,4.0766445E13,18.432295,0.02732114,17.40804,0.017129587,14.800361,0.05033335,14.533187,0.043184817,17.852955,0.02732114,23.788227,20.189207,iDR5_3_A3497-001_dual_0021574,3.0,14.866615,0.026572458,18.346832,0.03553137,17.371346,0.023657707,14.756795,0.03052221,14.213799,0.02750649,17.837446,0.03553137,6.3783836,17.894945,iDR5_3_A3497-001_dual_0021574,3.0,14.334963,0.014394624,17.65212,0.021524932,16.68989,0.013698022,14.198596,0.016091526,14.123826,0.022201236,17.167078,0.021524932,2.6925724,19.427086,iDR5_3_A3497-001_dual_0021574,3.0,14.173463,0.011225996,17.505247,0.018602386,16.523724,0.011548899,14.058523,0.012814204,13.958323,0.017265517,17.008595,0.018602386,2.6352582,19.287617,iDR5_3_A3497-001_dual_0021574,3.0,13.636199,0.0026487927,16.877329,0.0061773113,15.931118,0.0037499454,13.551006,0.0030377095,13.505843,0.0042119715,16.430893,0.0061773113,2.41441,18.612974,iDR5_3_A3497-001_dual_0021574,3.0,13.456828,0.005559516,16.663431,0.011024771,15.736051,0.006852279,13.345232,0.0063054166,13.298523,0.008840013,16.24757,0.011024771,2.4148755,18.366571,iDR5_3_A3497-001_dual_0021574,3.0,12.882079,0.0019116505,16.05525,0.0039674467,15.131272,0.002453449,12.784772,0.0021841144,12.7357855,0.0030404972,15.650766,0.0039674467,2.453246,17.739708,iDR5_3_A3497-001_dual_0021574,3.0,12.773323,0.002270457,15.999507,0.005670635,15.038739,0.003384652,12.66582,0.002546811,12.609393,0.003479505,15.479742,0.005670635,48.768326,17.744232,iDR5_3_A3497-001_dual_0021574,3.0,12.488209,0.0018283242,15.626366,0.0034708392,14.711927,0.0021681916,12.397051,0.0021113013,12.355618,0.0029758927,15.221584,0.0034708392,2.4234617,17.338581,iDR5_3_A3497-001_dual_0021574,3.0,12.33935,0.0036630495,15.482964,0.005685208,14.549387,0.0035894369,12.233465,0.004212825,12.168175,0.0058673318,15.030184,0.005685208,2.423824,17.201054,iDR5_3_A3497-001_dual_0021574,3.0,12.231779,0.0026596936,15.387971,0.0038818212,14.448778,0.0024648206,12.151085,0.0031375263,12.125055,0.0045373864,14.924218,0.0038818212,2.4014533,17.14745,4.73257825311E11,11.9274,11.5729,,10.9196,0.0012,0.0016,,0.0031,0.081677,6.3868895559795374E18,,18.8532,,0.0923,1.054345,1800m319o0018866,14.166685313316998,14.836309736071977,0.0011591216803241,0.0026485718689206,0.070604,0.4900862572694118,0.5351007936204478,0.2977035220066271,0.2875303934001446,0.2788840956759613,0.2697003004894816,0.2565592943784227,0.2256800370496169,0.2041261329207169,0.1627100277994558,0.1523191142317159,0.1210007129799183,0.0974078328821824,0.0929971012432133,0.0734823623810586,0.0527783150183629,0.0340614025527929,0.0221724623333782,0.0108355248441474,0.0065050249496473,0.0606696508740859,12,12,12,12,12,12,iDR5_3_A3497-001_0021574,0.00768500008,3.30000003E-5,KEEP(    ),GALAXY,G,EXTERNAL_NED_2008AJ....135.2424O,0.3576700042177512
iDR5_3_HYDRA_0071_dual_0035509,156.07056627540672,-32.48267921301877,0.0074213585,0.0044727237,3.9142978,4.7312803,14.266709,6.954233E-4,3,-1.0,iDR5_3_HYDRA_0071_dual_0035509,3.0,13.9682455,0.0064465995,18.631987,0.02072702,17.25017,0.0105585875,13.912275,0.0073145563,13.829704,0.008889708,18.16339,0.02072702,73.293495,19.033875,iDR5_3_HYDRA_0071_dual_0035509,3.0,13.688882,0.007338541,18.415403,0.02539411,17.078629,0.0133132,13.636947,0.008348889,13.574025,0.009288613,17.69527,0.02539411,44.86622,18.255323,iDR5_3_HYDRA_0071_dual_0035509,3.0,13.532494,0.009805193,18.281939,0.033235252,16.95911,0.017385527,13.219532,0.0088158855,13.189537,0.010076087,17.809605,0.033235252,66.83198,16.981863,iDR5_3_HYDRA_0071_dual_0035509,3.0,13.136799,0.0065191323,17.702465,0.022751184,16.464697,0.012360683,13.076154,0.0073072426,13.03255,0.008238575,17.23384,0.022751184,14.126906,19.540161,iDR5_3_HYDRA_0071_dual_0035509,3.0,12.996523,0.0053839213,17.478554,0.01910412,16.278097,0.010544904,12.953741,0.006112656,12.905352,0.008394915,17.031954,0.01910412,78.18235,19.150469,iDR5_3_HYDRA_0071_dual_0035509,3.0,12.551896,0.0013360471,16.84557,0.0061691506,15.754812,0.003537625,12.520283,0.0014943845,12.493089,0.0016746839,16.486883,0.0061691506,5.0215344,18.595798,iDR5_3_HYDRA_0071_dual_0035509,3.0,12.35352,0.0026668627,16.642824,0.010891659,15.556828,0.006298332,12.294541,0.0029438322,12.263237,0.003316369,16.275143,0.010891659,94.80579,17.301037,iDR5_3_HYDRA_0071_dual_0035509,3.0,11.821151,7.710041E-4,15.940643,0.003503293,14.903393,0.0020561747,11.787442,8.532546E-4,11.765425,9.535268E-4,15.624628,0.003503293,4.841583,17.62168,iDR5_3_HYDRA_0071_dual_0035509,3.0,11.6301775,7.989419E-4,15.750767,0.0038250405,14.671906,0.0021968638,11.591004,8.7503303E-4,11.568219,9.728839E-4,15.434567,0.0038250405,103.004135,17.318136,iDR5_3_HYDRA_0071_dual_0035509,3.0,11.450005,7.4983155E-4,15.467803,0.0029440369,14.471921,0.0017735132,11.419153,8.390416E-4,11.399575,9.464691E-4,15.199674,0.0029440369,4.644269,17.106647,iDR5_3_HYDRA_0071_dual_0035509,3.0,11.299308,0.0014774369,15.280717,0.0046062316,14.289479,0.002809717,11.261003,0.0016683785,11.240485,0.0019033113,15.005358,0.0046062316,4.686787,16.901154,iDR5_3_HYDRA_0071_dual_0035509,3.0,11.175249,0.0010608342,15.185084,0.0031717077,14.181027,0.0019304579,11.147873,0.001213291,11.129971,0.0013899615,14.886259,0.0031717077,4.407051,16.821888,4.72779620891E11,,10.5757,,11.8902,,7.0E-4,,0.0115,0.340371,,,,,,,1552m319o0002000,13.790481824546909,14.378171417136238,0.0010208456218744,0.0021568224162186,0.326196,0.5593044149695193,0.6106766551527408,0.3397501801784849,0.3281402326248433,0.3182727604838765,0.3077918765215452,0.2927948782869746,0.2575543370581543,0.2329562309894577,0.1856906525294007,0.1738321607888155,0.1380904524056563,0.1111653921641563,0.1061317034158406,0.0838607675536658,0.060232549202446,0.0388721220912721,0.0253040273826462,0.0123658984392048,0.0074237731008739,0.0692384311643367,12,12,12,12,12,12,iDR5_3_HYDRA_0071_0035509,0.010987,,,UNCLEAR,,VizieR_J/A+A/618/A81/2mrs_gal,0.2634944627063903
iDR5_3_SPLUS-s24s13_dual_0000511,18.43978886394007,-31.06352787507412,0.045078143,0.012113254,7.5816045,249.20871,14.599451,8.0293213E-4,18,-1.0,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,14.112238,2.28509016E13,19.131475,0.029574703,18.038172,0.017440528,11.694829,0.049707316,11.448336,0.043191083,18.51046,0.029574703,210.22859,16.840115,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,14.206617,1.86927295E13,18.669336,0.029822418,17.612839,0.017842222,11.3925705,0.051536366,11.114549,0.04281131,18.16013,0.029822418,229.71564,17.645184,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,13.785903,0.018145617,18.700886,0.043865725,17.654484,0.027259957,11.292176,0.078394696,11.06205,0.06932173,18.21746,0.043865725,8.024446,15.3497,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,13.542196,4.36776993E12,18.096346,0.02907851,17.045498,0.017349303,11.49888,0.0976307,11.264313,0.08424064,17.64401,0.02907851,153.95543,19.618088,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,13.26143,0.009909114,17.86532,0.024644542,16.777174,0.014005989,11.430584,0.088190705,11.207458,0.07975037,17.352573,0.024644542,216.07346,17.802183,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,12.668619,0.0018981918,17.210417,0.008161336,16.149063,0.0045752777,11.6272745,0.037009314,11.636858,0.04000067,16.6895,0.008161336,164.10432,18.87302,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,12.488724,0.0039822273,16.933308,0.012877393,15.883071,0.0071491096,11.144865,0.055630766,11.045763,0.05536888,16.486504,0.012877393,232.35509,17.729393,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,11.933011,3.10690867E12,16.302668,0.0048410962,15.290802,0.002717946,11.088145,0.062134832,11.08084,0.06270174,15.899949,0.0048410962,199.2076,16.061163,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,11.919267,0.0013216719,16.176497,0.00484833,15.168686,0.0027339023,10.585946,0.018549656,10.459585,0.01787527,15.762621,0.00484833,201.15942,17.6627,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,11.720367,0.0014920562,15.916275,0.004252894,14.896725,0.002424209,10.649027,0.035281133,10.566438,0.034908094,15.509983,0.004252894,154.9894,17.460865,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,11.605763,0.0031248142,15.714645,0.0060670916,14.703643,0.0036006444,10.45319,0.062111057,10.336496,0.059265275,15.303897,0.0060670916,250.19754,16.96548,iDR5_3_SPLUS-s24s13_dual_0000511,18.0,11.406331,0.0021700582,15.642032,0.004287322,14.627265,0.0026162132,10.451269,0.05219024,10.405589,0.054354828,15.237989,0.004287322,151.80705,17.191587,,,,,,,,,,,,,,,,,0191m303o0000097,14.45314475501799,15.138134654295298,0.001335159579891,0.0031105216664333,,0.1527367303270477,0.1667656344178346,0.0927801216289614,0.0896096381120231,0.0869149956399327,0.0840528406050383,0.079957409899036,0.0703338044023069,0.0636164708847887,0.0507090277862052,0.0474706709869548,0.0377102050785209,0.0303574190910017,0.0289828024415986,0.0229009803892957,0.0164485070709588,0.0106153298100074,0.0069101088836248,0.0033769211266881,0.0020273089211698,0.0189078635998099,12,12,12,12,12,12,iDR5_3_SPLUS-s24s13_0000511,0.0191929992,8.70000003E-5,KEEP(    ),GALAXY,G,EXTERNAL_NED_1996A&A...312..745R,0.8379924543304513
iDR5_3_SPLUS-s24s13_dual_0000512,19.171116664066204,-31.43382458756845,0.022594089,0.008107671,5.7465725,4.5982094,15.156348,3.4453726E-4,3,-1.0,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,15.461898,3.7008508E13,19.500242,0.032303803,18.468988,0.021233197,13.755647,0.0819612,15.0674305,0.071338125,18.879227,0.032303803,67.80097,18.49106,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,15.022038,4.9228194E13,19.178507,0.038892258,18.086514,0.02419766,14.360419,0.15996465,15.7352915,0.22154549,18.6693,0.038892258,132.78601,16.90277,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,15.342271,3.5815783E13,19.074377,0.054033868,17.978874,0.034346607,13.498024,0.096177764,15.225954,0.21166562,18.590954,0.054033868,127.2744,20.645456,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,14.656819,0.024919562,18.662617,0.039805815,17.548035,0.024013126,13.349914,0.078136705,14.044318,0.029783588,18.210281,0.039805815,12.890789,18.02907,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,14.274886,0.016475234,18.241804,0.029831048,17.12942,0.017474663,13.067243,0.03714749,13.65697,0.019605033,17.729057,0.029831048,42.8882,17.240572,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,13.704626,0.0032690512,17.651258,0.00941299,16.52244,0.0051984275,13.386158,0.014300252,13.615741,0.0060807355,17.130342,0.00941299,3.6984806,19.456638,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,13.595175,2.62166046E12,17.353085,0.015609488,16.268143,0.008921845,13.143488,0.05828751,13.381871,0.012228178,16.90628,0.015609488,3.657234,19.057203,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,12.960901,3.24783407E11,16.705233,0.00519242,15.632785,0.0029505335,12.68376,0.019937837,12.90244,0.019871514,16.302513,0.00519242,5.317152,18.413832,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,12.871472,0.0021039476,16.579184,0.0057902914,15.513221,0.0033037637,12.435254,0.009450689,12.689458,0.0035611736,16.165308,0.0057902914,159.68141,18.239397,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,12.645879,0.002313733,16.266054,0.004537763,15.204941,0.0026341677,12.40535,0.008024995,12.596421,0.004563871,15.859763,0.004537763,89.915276,17.982016,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,12.486503,0.004678797,16.051807,0.0071867555,15.00145,0.004291172,11.982012,0.012951779,12.372643,0.008821356,15.641059,0.0071867555,4.37845,17.771332,iDR5_3_SPLUS-s24s13_dual_0000512,3.0,12.322526,0.003374715,15.98482,0.005032811,14.931867,0.0030451026,12.034835,0.011436075,12.229893,0.0065047024,15.580778,0.005032811,85.615875,17.685146,,,,,,,,,,,6.385235831435561E18,,19.2771,,0.0862,,0194m319o0018932,14.546261597205069,15.15492639380028,0.0013754889066869,0.003104024805662,,0.17223147188149,0.1880509725036832,0.1046222272486993,0.1010470751452789,0.0980084986472176,0.0947810289131377,0.0901628728417521,0.0793109465502874,0.0717362378579923,0.0571813372893113,0.0535296488132123,0.0425233937620592,0.0342321258375175,0.0326820582912727,0.0258239753563656,0.0185479326224823,0.0119702305645158,0.0077920891807732,0.003807938632913,0.002286067003686,0.0213211921648228,12,12,12,12,12,12,iDR5_3_SPLUS-s24s13_0000512,0.035041,1.5E-4,KEEP(SLS ),GALAXY,G,EXTERNAL_NED_20096dF...C...0000J,0.5608890949298491
